    0.04404    0.01273    0.00040    0.02923    0.02785    0.00291
    0.01273    0.11316    0.00202   -0.03456   -0.00923   -0.00753
    0.00040    0.00202    0.18320    0.01292   -0.02734    0.00138
    0.02923   -0.03456    0.01292    0.15962    0.10668    0.01470
    0.02785   -0.00923   -0.02734    0.10668    0.22786   -0.00608
    0.00291   -0.00753    0.00138    0.01470   -0.00608    0.07862
